二筛排名,代码,TS代码,板块,简称,二筛总分,评级档,异常惩罚,PE_TTM,扣非PE,距52周高点跌幅_%,营收5年CAGR_%,净利润5年CAGR_%,已在Watchlist,量化警示,营收3年CAGR_%,净利润3年CAGR_%,经营现金流3年CAGR_%,应收账款3年CAGR_%,库存3年CAGR_%,毛利率_%,净利率_%,ROE_%,ROA_%,资产负债率_%,长期债务权益比,利息保障倍数,FCF净利润转化率,股数3年CAGR_%,最新季度营收同比_%,最新季度净利润同比_%,经营现金流_原始值
293,000728,000728.SZ,深,国元证券,39.3,C-暂缓,8.0,13.1983,13.0841,30.5,6.65,12.1,否,应收增速>营收,5.37,11.84,37.65,100.3,nan,,38.83,6.45,1.36,79.37,3.8473,,4.0533,0.0,-20.37,8.07,9994595349
294,600335,600335.SH,沪,国机汽车,39.3,C-暂缓,0.0,16.7799,20.4007,27.45,-4.21,11.58,否,无,-3.46,12.03,nan,-4.44,-11.65,8.14,1.22,3.77,1.21,68.11,2.1358,6.71,8.4635,0.88,-15.28,8.19,4954594875
295,300039,300039.SZ,创,上海凯宝,39.2,C-暂缓,10.0,22.3603,23.5208,21.19,4.89,21.24,否,经营现金流3Y为负,1.0,13.51,-15.05,-7.97,7.62,80.74,24.12,6.52,5.98,7.53,0.0814,2846.12,0.7346,0.0,-21.76,-25.85,230741218
296,002043,002043.SZ,深,兔宝宝,39.1,C-暂缓,16.0,16.0049,25.7458,27.67,6.56,9.9,否,经营现金流3Y为负；股数膨胀>2%,-0.13,15.46,-2.57,-33.69,-15.58,17.54,8.0,21.68,11.83,44.34,0.7966,270.51,1.1182,2.4,-3.33,19.42,863322974
297,600031,600031.SH,沪,三一重工,38.9,C-暂缓,6.0,20.5364,22.0745,22.6,-2.16,-11.75,否,股数膨胀>2%,3.53,24.44,69.54,0.69,4.5,27.54,9.46,10.45,5.22,48.39,0.9376,16.39,2.0889,2.68,14.44,39.31,19975261000
298,601949,601949.SH,沪,中国出版,38.9,C-暂缓,10.0,16.8413,24.525,37.0,-2.19,-3.7,否,经营现金流3Y为负,-4.59,-1.49,-12.01,-7.09,-4.13,34.83,12.18,5.96,4.01,31.82,0.4667,67.28,0.9614,1.47,-12.83,-3.55,802594711
299,600210,600210.SH,沪,紫江企业,38.8,C-暂缓,8.0,8.3488,10.9865,28.21,2.67,12.46,否,FCF/NI<70%,-0.01,16.66,16.15,-12.47,-8.13,23.21,11.14,15.78,8.12,47.41,0.9015,14.76,-0.0244,0.0,-9.71,26.61,1195616663
300,605020,605020.SH,沪,永和股份,38.8,C-暂缓,26.0,20.5623,19.9536,36.61,21.68,40.76,否,增速异常；FCF/NI<70%；股数膨胀>2%,11.03,23.25,15.45,13.89,9.54,25.13,10.8,13.07,7.45,27.66,0.3824,13.19,-0.0103,23.54,13.04,122.82,680016191
301,301291,301291.SZ,创,明阳电气,38.6,C-暂缓,18.0,23.8998,24.3084,48.43,32.93,26.99,否,经营现金流3Y为负；FCF/NI<70%,28.77,30.4,-30.69,30.9,17.36,21.14,8.51,12.12,6.27,46.66,0.8748,339.03,-0.401,0.0,7.22,-11.2,95831699
302,002797,002797.SZ,深,第一创业,38.5,C-暂缓,0.0,28.8489,28.6144,27.19,3.39,0.64,否,无,12.17,24.97,nan,-12.41,nan,,24.62,5.23,1.65,68.9,2.2154,,1.7199,0.0,4.37,-5.79,1741320167
303,603883,603883.SH,沪,老百姓,38.4,C-暂缓,6.0,25.3561,27.5485,34.1,9.75,-6.7,否,股数膨胀>2%,3.3,-17.89,10.74,0.47,-2.57,32.3,2.43,7.64,2.64,64.75,1.8369,6.7,5.3612,9.07,-0.54,-21.12,3142633749
304,002978,002978.SZ,深,安宁股份,38.3,C-暂缓,14.0,19.1778,18.9384,39.84,4.19,0.5,否,FCF/NI<70%；股数膨胀>2%,0.21,-13.11,8.52,-22.41,148.12,62.3,35.76,8.52,5.45,48.54,0.9433,21.05,-0.8082,5.58,8.17,-15.63,1185966855
305,603053,603053.SH,沪,成都燃气,38.3,C-暂缓,10.0,16.9912,17.3498,26.56,5.12,3.24,否,经营现金流3Y为负,3.43,-0.78,-3.23,3.4,-23.12,17.92,9.52,10.09,6.19,37.69,0.6049,614.37,1.0873,0.0,1.46,-1.82,648301770
306,000858,000858.SZ,深,五粮液,38.2,C-暂缓,8.0,21.9299,22.2233,46.01,-6.7,-14.93,否,应收增速>营收,-18.17,-30.68,6.73,1.89,7.88,77.54,22.99,7.21,4.93,35.69,0.555,333.67,2.9811,0.0,-54.55,-71.93,29706259919
307,301048,301048.SZ,创,金鹰重工,38.0,C-暂缓,0.0,23.5647,23.3609,41.6,4.28,2.2,否,无,-0.62,-11.52,nan,4.62,4.18,16.92,6.54,7.5,3.75,49.8,0.992,44.3,1.3274,0.0,3.44,9.01,286027318
308,002345,002345.SZ,深,潮宏基,37.9,C-暂缓,20.0,15.4957,14.9264,43.61,23.71,26.9,否,增速异常；FCF/NI<70%,28.25,31.99,nan,36.03,19.38,22.06,5.06,12.59,7.09,49.5,0.9802,17.23,-0.3239,0.0,42.96,178.73,-71420441
309,600548,600548.SH,沪,深高速,37.9,C-暂缓,6.0,17.5835,17.6806,24.54,2.91,-11.91,否,股数膨胀>2%,-0.39,-15.32,11.12,-0.88,-11.11,30.3,12.8,4.0,1.71,55.04,1.2242,2.83,1.135,5.18,0.2,-2.67,4623661085
310,600987,600987.SH,沪,航民股份,37.9,C-暂缓,8.0,9.1257,9.3757,27.15,15.43,4.58,否,应收增速>营收,3.86,4.22,5.86,18.84,29.15,15.77,7.86,11.56,7.78,34.04,0.5161,17.34,0.9741,-0.96,-6.5,1.61,1047948299
311,002487,002487.SZ,深,大金重工,37.8,C-暂缓,26.0,25.0543,26.3031,58.4,13.17,18.86,否,增速异常；FCF/NI<70%；股数膨胀>2%,6.53,34.81,121.97,-15.78,7.78,31.18,17.87,14.19,8.47,42.86,0.7501,37.64,-0.8688,4.7,63.34,132.82,1227072296
312,301219,301219.SZ,创,腾远钴业,37.8,C-暂缓,22.0,11.7685,12.0604,50.19,36.08,16.46,否,应收增速>营收；FCF/NI<70%；股数膨胀>2%,20.21,58.8,97.33,52.52,18.34,27.73,13.18,12.1,9.24,28.44,0.3974,110.19,0.1232,9.14,27.47,60.41,932992602
313,002379,002379.SZ,深,宏桥控股,37.7,C-暂缓,24.0,7.0645,15.536,45.48,131.3,nan,否,增速异常；ROE>40%；股数膨胀>2%,254.12,836.4,318.18,207.16,309.11,19.35,11.97,41.56,17.1,59.06,1.4426,16.8,0.9999,7.05,4395.43,27289.39,23994898583
314,601952,601952.SH,沪,苏垦农发,37.7,C-暂缓,0.0,24.3007,27.9205,24.71,3.16,-4.65,否,无,-7.51,-13.55,26.81,-17.28,-7.28,13.24,5.57,7.7,3.91,48.88,0.9562,3.76,3.1211,0.0,-7.75,-25.58,2259343856
315,603587,603587.SH,沪,地素时尚,37.7,C-暂缓,10.0,19.7594,22.328,16.98,-3.59,-16.19,否,经营现金流3Y为负,-3.81,-12.18,-0.75,-2.76,0.21,74.91,12.19,7.13,5.99,15.57,0.1844,38.09,1.7606,-0.49,-3.72,-14.2,485267398
316,002215,002215.SZ,深,诺普信,37.6,C-暂缓,15.0,12.0473,14.122,33.09,6.96,29.55,否,利润增速显著快于营收；FCF/NI<70%,10.68,24.9,103.62,-4.12,5.03,37.44,11.03,15.12,5.52,63.33,1.727,6.17,0.3818,0.34,9.35,13.62,1475458550
317,601089,601089.SH,沪,福元医药,37.6,C-暂缓,18.0,20.6266,22.0299,50.27,6.69,12.25,否,经营现金流3Y为负；FCF/NI<70%,2.65,2.38,-18.22,1.32,6.76,65.51,13.45,12.83,9.68,22.97,0.2982,323.69,-0.0757,0.0,1.71,-4.23,360854536
318,601811,601811.SH,沪,新华文轩,37.6,C-暂缓,10.0,9.3773,10.0772,29.59,5.43,5.28,否,经营现金流3Y为负,2.39,4.94,-9.34,-1.32,-3.95,35.6,13.7,10.49,6.94,33.24,0.4979,95.86,0.9012,0.0,-4.84,0.25,1508458892
319,000550,000550.SZ,深,江铃汽车,37.5,C-暂缓,0.0,11.3947,16.464,28.31,3.43,8.27,否,无,9.18,-1.71,nan,13.1,-1.87,13.58,2.09,7.45,2.54,66.22,1.9603,68.3,1.6727,0.0,2.07,-32.01,2411911290
320,300972,300972.SZ,创,万辰集团,37.5,C-暂缓,24.0,22.5492,24.3089,16.87,158.02,90.69,否,增速异常；ROE>40%；股数膨胀>2%,354.18,287.79,272.28,-3.43,186.67,12.4,4.71,120.83,28.02,74.61,2.9386,61.1,1.4769,7.16,59.17,301.8,3631481204
321,601991,601991.SH,沪,大唐发电,37.5,C-暂缓,0.0,13.6016,12.8469,40.42,4.87,13.52,否,无,1.25,nan,22.74,4.77,0.25,19.08,8.27,10.38,3.06,70.15,2.3501,3.92,0.9587,0.0,-1.8,46.15,37835693000
322,000650,000650.SZ,深,仁和药业,37.3,C-暂缓,10.0,20.3579,26.5514,23.5,-2.94,-5.81,否,经营现金流3Y为负,-11.79,-11.83,-12.48,-15.98,5.08,36.96,13.79,7.1,6.41,10.38,0.1158,7620.74,1.5935,0.0,-13.21,-13.93,851312000
323,601330,601330.SH,沪,绿色动力,37.3,C-暂缓,8.0,15.6475,15.7848,42.7,9.18,2.73,否,应收增速>营收,-8.2,-8.32,15.13,20.09,-1.89,46.67,17.11,7.03,2.75,60.45,1.5284,3.07,2.6216,0.88,3.97,0.63,1845911667
324,603993,603993.SH,沪,洛阳钼业,37.2,C-暂缓,23.0,14.3194,14.5978,35.3,12.84,57.51,否,利润增速显著快于营收；应收增速>营收；FCF/NI<70%,6.11,49.49,10.49,14.78,7.97,23.93,11.63,25.87,12.95,50.34,1.0137,13.74,0.5519,-0.32,-2.98,55.42,20843060709
325,601288,601288.SH,沪,农业银行,37.1,C-暂缓,0.0,8.0629,8.0644,21.89,1.97,6.18,否,无,0.02,4.12,16.92,nan,nan,,40.26,9.21,0.63,93.35,14.0376,,7.1729,0.0,2.08,3.3,2112907000000
326,002267,002267.SZ,深,陕天然气,36.9,C-暂缓,0.0,15.6191,15.8765,27.17,0.96,9.96,否,无,0.35,-1.36,4.82,-28.02,16.08,14.22,7.07,8.93,4.15,52.97,1.1263,8.04,0.9384,0.0,-4.85,-18.32,1296166010
327,002064,002064.SZ,深,华峰化学,36.8,C-暂缓,8.0,20.3224,20.4013,16.31,10.45,-3.86,否,应收增速>营收,-2.22,-13.0,13.33,7.41,9.59,13.19,7.73,6.95,5.14,25.88,0.3492,36.23,1.1267,0.0,-10.15,-15.96,3740472955
328,601177,601177.SH,沪,杭齿前进,36.8,C-暂缓,8.0,19.9659,22.9705,38.0,4.58,15.97,否,应收增速>营收,3.0,6.57,nan,33.92,-0.7,19.3,11.0,9.28,5.12,45.05,0.8198,11.28,0.9681,0.66,4.29,6.13,302268179
329,601001,601001.SH,沪,晋控煤业,36.6,C-暂缓,10.0,17.0014,16.8817,29.54,3.75,13.01,否,经营现金流3Y为负,-6.59,-17.77,-17.98,-20.11,4.47,42.17,18.71,9.03,6.68,23.17,0.3016,28.41,0.8994,0.0,-12.8,-37.34,3111029310
330,601319,601319.SH,沪,中国人保,36.6,C-暂缓,0.0,7.2131,7.0511,31.73,2.77,17.39,否,无,2.52,22.46,18.32,nan,nan,,9.42,16.01,3.32,79.28,3.8263,,1.8183,0.0,7.57,9.02,118689000000
331,000700,000700.SZ,深,模塑科技,36.4,C-暂缓,10.0,20.1631,22.5121,41.48,3.1,nan,否,经营现金流3Y为负,-2.48,-1.4,-6.06,-11.22,-13.49,18.81,6.77,13.08,5.91,51.35,1.0555,9.56,1.3135,0.03,-0.39,-22.87,845789046
332,300866,300866.SZ,创,安克创新,36.3,C-暂缓,24.0,27.642,30.477,20.74,26.68,23.94,否,经营现金流3Y为负；FCF/NI<70%；股数膨胀>2%,28.89,30.23,-30.36,15.28,50.03,45.07,8.58,26.36,14.27,46.62,0.8734,56.35,0.0442,9.67,23.49,18.36,480806645
333,001696,001696.SZ,深,宗申动力,36.2,C-暂缓,10.0,28.6806,31.6855,45.36,9.57,1.3,否,经营现金流3Y为负,15.0,18.48,-3.12,16.27,9.85,13.59,5.45,12.02,5.54,53.05,1.1299,9.63,1.3453,0.0,17.98,36.05,1215185066
334,002468,002468.SZ,深,申通快递,36.1,C-暂缓,15.0,13.6515,13.3347,29.3,20.85,94.6,否,利润增速显著快于营收；FCF/NI<70%,18.19,71.0,13.47,15.38,38.34,6.41,2.46,13.2,5.01,62.72,1.6824,7.14,0.5171,0.0,17.84,33.29,3799080668
335,600578,600578.SH,沪,京能电力,36.1,C-暂缓,12.0,10.3706,10.4666,44.98,12.0,20.52,否,增速异常,5.13,68.97,19.8,1.08,8.55,21.28,12.64,12.61,4.52,64.25,1.7972,5.19,1.3516,0.0,-0.01,95.7,10597801414
336,603833,603833.SH,沪,欧派家居,36.0,C-暂缓,8.0,10.5367,12.3504,49.04,3.17,-0.62,否,应收增速>营收,-8.48,-9.33,12.13,1.94,-23.83,36.24,11.61,10.57,5.67,46.75,0.8779,11.98,1.4173,0.0,-8.94,-23.18,3397112445
337,001286,001286.SZ,深,陕西能源,35.9,C-暂缓,8.0,11.794,11.8196,31.04,18.78,29.67,否,FCF/NI<70%,4.21,4.99,0.33,11.11,1.03,36.78,20.48,14.21,6.55,54.53,1.1993,10.44,0.4867,0.0,-0.86,0.83,8990821077
338,002020,002020.SZ,深,京新药业,35.8,C-暂缓,18.0,14.9342,15.7453,41.73,4.55,3.25,否,应收增速>营收；经营现金流3Y为负,2.49,4.71,-2.99,18.29,-0.33,50.15,18.84,12.92,9.24,27.74,0.3839,203.96,0.7596,0.0,-2.14,6.61,781347073
339,002206,002206.SZ,深,海利得,35.8,C-暂缓,10.0,12.1616,11.9237,31.18,10.68,15.21,否,经营现金流3Y为负,1.91,15.66,-2.96,3.75,-6.25,19.35,8.86,13.02,6.85,48.05,0.9249,11.05,0.9974,-0.16,-1.13,25.58,729640077
340,002233,002233.SZ,深,塔牌集团,35.8,C-暂缓,8.0,19.7987,29.024,31.75,-10.24,-18.45,否,应收增速>营收,-12.04,33.51,13.42,22.18,-6.79,24.51,15.66,5.34,4.78,10.23,0.114,710.74,0.7615,0.0,-3.99,16.3,778436676
341,002698,002698.SZ,深,博实股份,35.8,C-暂缓,18.0,26.4312,28.3968,32.95,9.12,4.35,否,经营现金流3Y为负；FCF/NI<70%,9.5,9.09,-4.15,13.65,3.89,35.71,20.55,14.0,8.15,40.42,0.6784,33.08,0.5976,0.0,-1.21,6.8,397641133
342,000733,000733.SZ,深,振华科技,35.5,C-暂缓,14.0,22.4699,24.3614,36.04,7.82,11.22,否,应收增速>营收；股数膨胀>2%,-7.48,-24.5,19.29,28.97,-1.57,45.95,17.82,6.73,5.49,18.34,0.2246,47.36,1.0089,2.12,10.26,5.63,1394269766
343,301267,301267.SZ,创,华厦眼科,35.5,C-暂缓,14.0,29.1231,30.6547,30.11,10.48,6.14,否,应收增速>营收；股数膨胀>2%,8.58,-5.17,4.06,17.67,3.6,43.31,10.46,7.55,5.6,27.83,0.3856,13.1,1.4765,14.47,2.78,1.13,867582285
344,600160,600160.SH,沪,巨化股份,35.5,C-暂缓,27.0,25.1914,25.306,33.28,10.95,111.39,否,增速异常；利润增速显著快于营收；FCF/NI<70%,7.89,21.75,23.59,-1.26,12.66,28.23,16.02,20.22,12.96,38.48,0.6255,49.42,0.1782,0.0,10.34,98.67,6260587144
345,600861,600861.SH,沪,北京人力,35.5,C-暂缓,14.0,8.6765,15.0318,42.67,129.87,nan,否,应收增速>营收；股数膨胀>2%,353.73,nan,nan,449.58,-51.67,5.51,3.21,18.5,8.76,50.14,1.0056,157.85,0.9203,21.35,5.0,39.77,1279841663
346,603809,603809.SH,沪,豪能股份,35.4,C-暂缓,14.0,29.1297,29.8324,50.88,18.1,7.43,否,FCF/NI<70%；股数膨胀>2%,22.26,8.07,3.14,25.92,11.18,30.53,10.26,8.24,4.15,48.09,0.9264,6.07,-2.4671,32.71,13.97,-13.89,308991921
347,002511,002511.SZ,深,中顺洁柔,35.3,C-暂缓,12.0,22.8655,23.1131,24.0,2.33,-18.98,否,增速异常,0.81,-3.2,50.68,-3.99,-8.5,34.0,3.6,5.8,3.46,38.8,0.634,12.34,3.34,-0.73,7.72,315.87,1339967778
348,300492,300492.SZ,创,华图山鼎,35.3,C-暂缓,24.0,27.1542,27.7488,74.94,91.11,76.21,否,增速异常；ROE>40%；股数膨胀>2%,210.47,180.27,nan,4.31,nan,59.4,7.52,113.99,11.95,93.79,15.1031,16.2,2.4903,11.87,12.89,354.07,670034879
349,000902,000902.SZ,深,新洋丰,35.1,C-暂缓,8.0,10.5365,10.8308,29.97,12.38,10.86,否,FCF/NI<70%,4.19,6.35,0.22,8.16,12.27,17.41,9.01,14.0,8.39,40.45,0.6793,33.84,0.4681,-1.29,15.97,23.2,2116699556
350,600062,600062.SH,沪,华润双鹤,35.1,C-暂缓,16.0,10.06,10.5839,29.22,5.28,10.68,否,应收增速>营收；FCF/NI<70%,5.21,11.47,3.55,16.46,-5.64,58.01,15.3,14.26,9.99,26.51,0.3607,57.1,0.5782,-0.14,-1.88,1.97,1489514452
351,600459,600459.SH,沪,贵研铂业,35.0,C-暂缓,8.0,27.0619,27.9421,27.08,13.99,13.53,否,FCF/NI<70%,10.96,15.98,nan,0.79,36.45,2.63,1.23,8.9,3.99,59.38,1.4618,9.07,-3.4283,-0.06,17.2,11.9,-1922678517
352,603236,603236.SH,沪,移远通信,35.0,C-暂缓,14.0,24.2866,25.0413,48.68,31.85,34.34,否,FCF/NI<70%；股数膨胀>2%,19.57,10.05,nan,20.73,22.39,17.41,3.4,15.26,5.53,59.66,1.4789,14.89,-1.5844,15.05,30.83,43.08,-658201711
353,000065,000065.SZ,深,北方国际,34.8,C-暂缓,6.0,16.0362,15.7848,44.59,1.07,-1.52,否,股数膨胀>2%,0.3,-3.3,12.43,4.75,-5.29,14.28,5.36,6.61,2.87,55.01,1.2227,4.91,0.7596,2.27,-28.96,-29.19,1048812791
354,002768,002768.SZ,深,国恩股份,34.8,C-暂缓,8.0,28.8498,29.1599,19.26,24.23,2.08,否,FCF/NI<70%,16.6,4.39,16.46,21.17,16.79,10.66,3.87,11.17,4.32,61.09,1.57,6.63,0.0891,0.0,10.57,16.12,567475367
355,600642,600642.SH,沪,申能股份,34.8,C-暂缓,0.0,10.768,11.7954,24.04,7.3,10.66,否,无,-0.19,68.77,21.97,7.52,-10.64,22.56,17.99,10.48,4.74,54.77,1.2109,6.63,0.7205,-0.1,-5.37,5.41,8696194341
356,601058,601058.SH,沪,赛轮轮胎,34.8,C-暂缓,22.0,12.8354,13.0573,23.43,19.02,18.92,否,应收增速>营收；FCF/NI<70%；股数膨胀>2%,18.87,36.32,23.86,31.32,20.16,24.68,9.83,16.47,8.31,50.06,1.0024,9.65,-0.1756,2.39,15.69,-12.29,4178797505
357,300428,300428.SZ,创,立中集团,34.7,C-暂缓,14.0,13.5541,14.7334,32.92,19.12,13.13,否,FCF/NI<70%；股数膨胀>2%,14.55,21.34,16.07,22.14,13.61,9.6,2.79,10.71,3.95,61.3,1.584,4.27,-0.8499,3.58,17.9,25.04,379129404
358,300146,300146.SZ,创,汤臣倍健,34.6,C-暂缓,10.0,25.3455,29.9564,26.36,0.55,-11.96,否,经营现金流3Y为负,-7.28,-16.67,-4.17,-5.9,-8.65,67.9,13.03,7.33,5.78,19.95,0.2492,68.09,1.3938,-0.17,-8.38,26.04,1213699380
359,600066,600066.SH,沪,宇通客车,34.6,C-暂缓,25.0,11.9002,13.5293,23.4,13.8,61.12,否,利润增速显著快于营收；经营现金流3Y为负；FCF/NI<70%,23.86,94.22,-0.59,9.57,-10.22,24.14,13.58,38.13,17.27,51.97,1.082,100.0,0.5217,0.0,11.31,35.42,3196679778
360,601061,601061.SH,沪,中信金属,34.4,C-暂缓,8.0,15.0231,15.1276,33.07,13.01,18.77,否,FCF/NI<70%,5.97,6.68,53.57,12.23,17.92,1.5,1.9,11.9,5.08,59.76,1.4851,5.25,0.0545,0.0,8.93,20.16,187054374
361,600420,600420.SH,沪,国药现代,34.3,C-暂缓,16.0,15.7898,17.4871,28.31,-5.7,4.88,否,经营现金流3Y为负；股数膨胀>2%,-10.27,9.6,-15.91,-19.09,-10.49,32.43,12.2,7.33,5.83,17.59,0.2134,293.78,1.2611,9.31,-14.39,-14.26,1698089053
362,002423,002423.SZ,深,中粮资本,34.2,C-暂缓,8.0,20.4404,20.506,41.37,-6.7,1.85,否,应收增速>营收,-19.81,17.3,32.93,19.27,8.7,23.32,18.49,5.31,1.11,79.18,3.8031,100.0,10.568,0.0,-62.0,-4.45,18882634908
363,601928,601928.SH,沪,凤凰传媒,34.2,C-暂缓,10.0,13.071,15.25,24.09,0.35,2.43,否,经营现金流3Y为负,-3.16,-4.78,-15.06,-10.15,-6.75,40.11,14.73,9.11,5.93,33.93,0.5135,118.81,0.7396,0.0,-9.25,13.96,1536468206
364,603298,603298.SH,沪,杭叉集团,34.2,C-暂缓,22.0,15.2352,15.525,17.59,9.15,20.09,否,应收增速>营收；FCF/NI<70%；股数膨胀>2%,7.17,29.24,39.11,27.8,18.79,24.78,13.07,20.02,12.67,37.24,0.5934,60.7,0.4927,14.77,7.6,7.25,1683901243
365,002078,002078.SZ,深,太阳纸业,34.1,C-暂缓,8.0,11.9284,12.2125,22.68,12.67,10.54,否,FCF/NI<70%,-0.48,4.86,9.03,-2.02,0.85,15.59,8.29,10.95,5.84,47.75,0.9139,8.51,-0.9051,-0.0,-3.77,4.42,4956059083
366,601138,601138.SH,沪,工业富联,34.0,C-暂缓,18.0,26.5814,27.404,26.03,15.9,15.18,否,经营现金流3Y为负；FCF/NI<70%,20.83,20.72,-30.14,4.27,24.97,6.98,3.91,22.06,9.13,63.37,1.73,12.88,-0.3172,-0.0,48.22,51.92,5237909000
367,601766,601766.SH,沪,中国中车,33.8,C-暂缓,0.0,12.4474,14.7874,26.61,3.7,4.1,否,无,6.99,5.59,0.32,9.4,14.65,21.38,6.19,7.93,3.18,60.77,1.5491,19.0,0.9298,0.0,10.8,7.86,24185716000
368,002216,002216.SZ,深,三全食品,33.6,C-暂缓,10.0,17.9171,26.8007,18.06,-1.14,-6.35,否,经营现金流3Y为负,-4.18,-11.62,-29.48,-18.46,-6.88,24.05,8.45,12.18,6.78,42.83,0.7492,54.41,0.8466,0.0,-1.38,1.94,485649773
369,603093,603093.SH,沪,南华期货,33.6,C-暂缓,13.0,18.2352,18.273,58.38,-32.52,39.36,否,利润增速显著快于营收；股数膨胀>2%,-41.19,25.55,77.53,nan,nan,,35.07,10.0,0.85,91.44,10.6822,,14.3184,5.57,-75.71,6.25,7000757946
370,688219,688219.SH,科,会通股份,33.6,C-暂缓,6.0,28.9194,31.9743,32.55,9.49,1.32,否,股数膨胀>2%,7.81,50.15,59.32,9.34,-8.47,13.75,3.0,7.53,2.77,57.28,1.3408,4.67,1.7231,6.17,6.61,-2.82,521098200
371,600109,600109.SH,沪,国金证券,33.5,C-暂缓,10.0,13.1504,13.8115,20.39,6.88,4.1,否,经营现金流3Y为负,13.83,23.89,-14.99,11.23,nan,,27.09,6.58,1.7,76.02,3.1701,,1.7309,-0.17,26.9,36.49,4093986136
372,600559,600559.SH,沪,老白干酒,33.5,C-暂缓,8.0,23.5496,26.2729,39.94,2.76,6.54,否,FCF/NI<70%,-3.96,-15.31,nan,-49.22,5.64,66.01,10.43,8.1,4.72,38.29,0.6205,100.0,-0.8322,0.0,-23.07,-45.4,-293434850
373,603515,603515.SH,沪,欧普照明,33.5,C-暂缓,16.0,13.2905,15.4656,25.3,-2.64,2.9,否,应收增速>营收；FCF/NI<70%,-1.39,5.5,16.7,9.73,-1.38,39.33,13.24,13.43,9.56,27.07,0.3712,894.51,0.3557,-0.46,-1.78,1.97,689874480
374,002340,002340.SZ,深,格林美,33.4,C-暂缓,8.0,20.9032,23.8283,35.95,24.39,32.15,否,FCF/NI<70%,8.1,8.92,nan,-2.28,9.44,14.71,4.64,7.05,2.44,65.8,1.924,3.21,-3.1098,-0.13,11.82,29.59,3782652378
375,600826,600826.SH,沪,兰生股份,33.4,C-暂缓,23.0,16.9292,23.1072,40.48,-11.42,19.96,否,利润增速显著快于营收；经营现金流3Y为负；股数膨胀>2%,28.12,48.55,-6.96,16.08,-17.45,36.63,22.09,7.99,6.1,21.92,0.2807,28.32,0.9891,11.35,-1.07,7.27,362875326
376,688332,688332.SH,科,中科蓝讯,33.4,C-暂缓,37.0,9.22,72.4802,47.33,14.72,45.72,否,增速异常；利润增速显著快于营收；经营现金流3Y为负；FCF/NI<70%,19.47,115.77,-34.1,14.79,11.15,22.19,76.86,30.44,27.59,7.42,0.0801,213.77,0.0276,0.17,1.24,371.55,64051504
377,000027,000027.SZ,深,深圳能源,33.3,C-暂缓,8.0,14.6209,16.1387,27.48,16.25,-6.34,否,FCF/NI<70%,4.99,7.54,7.08,3.26,-10.52,20.67,7.08,4.98,1.85,61.99,1.6309,2.59,0.1995,0.0,5.38,16.84,11817010849
378,600236,600236.SH,沪,桂冠电力,33.3,C-暂缓,8.0,20.2646,20.1053,21.74,2.98,8.28,否,应收增速>营收,-0.73,0.63,1.79,16.43,-0.27,53.98,35.72,16.14,7.22,54.22,1.1844,9.74,0.7802,0.0,8.28,40.85,6957390577
379,000893,000893.SZ,深,亚钾国际,33.2,C-暂缓,27.0,24.042,21.8703,33.82,71.1,93.53,否,增速异常；利润增速显著快于营收；FCF/NI<70%,15.39,-6.29,8.03,-15.89,40.62,58.57,31.34,12.43,8.74,33.24,0.4979,25.29,0.2378,-0.18,50.09,82.52,2282120280
380,001301,001301.SZ,深,尚太科技,33.0,C-暂缓,16.0,26.6009,25.9079,42.39,63.4,44.04,否,应收增速>营收；FCF/NI<70%,18.43,-9.81,nan,28.57,6.34,21.21,11.91,14.25,9.01,40.26,0.6739,13.42,-0.037,0.13,51.9,12.82,955677366
381,002226,002226.SZ,深,江南化工,32.9,C-暂缓,18.0,17.7542,21.0104,30.56,20.56,14.38,否,经营现金流3Y为负；FCF/NI<70%,12.33,19.64,-6.89,20.3,25.96,30.4,10.65,9.34,5.19,46.39,0.8653,10.51,0.6515,0.0,5.28,-6.15,1185745663
382,301035,301035.SZ,创,润丰股份,32.9,C-暂缓,20.0,19.3073,18.7603,40.36,15.04,20.39,否,增速异常；应收增速>营收,0.52,-7.5,16.07,17.51,16.99,22.8,8.01,15.67,7.43,51.39,1.0572,15.42,1.0589,0.44,10.47,122.8,2143365422
383,601107,601107.SH,沪,四川成渝,32.9,C-暂缓,8.0,11.113,11.9666,17.29,9.92,16.13,否,FCF/NI<70%,-4.03,23.9,18.22,-8.66,-11.6,34.84,17.63,7.58,2.47,66.65,1.9985,4.13,0.5699,0.0,-15.48,-0.23,3318926426
384,002926,002926.SZ,深,华西证券,32.8,C-暂缓,12.0,13.789,13.7036,27.22,-0.29,-5.04,否,增速异常,10.99,52.01,64.96,-11.99,nan,,31.81,6.07,1.43,76.49,3.2535,,5.3346,0.0,17.75,102.06,7912467128
385,300772,300772.SZ,创,运达股份,32.5,C-暂缓,14.0,27.1017,31.1603,48.48,20.7,14.14,否,FCF/NI<70%；股数膨胀>2%,19.15,-18.41,42.59,21.46,14.21,7.56,1.14,4.74,0.73,84.4,5.4103,3.89,-7.5755,3.87,32.45,-28.4,558624972
386,600742,600742.SH,沪,富维股份,32.5,C-暂缓,8.0,12.5201,13.7066,34.23,0.35,-4.71,否,FCF/NI<70%,-0.17,-2.68,23.67,3.21,-5.55,10.78,3.83,7.58,3.32,55.88,1.2665,22.58,0.6274,0.23,1.18,1.63,1407805734
